VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mauritius,2020,0.5,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mauritius,2021,0.5,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mexico,2017,91,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mexico,2018,91,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mexico,2019,91,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mexico,2020,91,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mexico,2021,91,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mongolia,2017,4,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mongolia,2018,4,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mongolia,2019,4,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mongolia,2020,4,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mongolia,2021,4,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Morocco,2017,3,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Morocco,2018,3,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Morocco,2019,3,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Morocco,2020,3,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Morocco,2021,3,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mozambique,2017,14,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mozambique,2018,14,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mozambique,2019,14,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mozambique,2020,14,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Mozambique,2021,14,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Myanmar,2017,443,10^9 m3/year,E,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Myanmar,2018,443,10^9 m3/year,E,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Myanmar,2019,443,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Myanmar,2020,443,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Myanmar,2021,443,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Namibia,2017,0.04,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Namibia,2018,0.04,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Namibia,2019,0.04,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Namibia,2020,0.04,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Namibia,2021,0.04,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Nepal,2017,20,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Nepal,2018,20,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Nepal,2019,20,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Nepal,2020,20,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Nepal,2021,20,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Netherlands (Kingdom of the),2017,4.5,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Netherlands (Kingdom of the),2018,4.5,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Netherlands (Kingdom of the),2019,4.5,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Netherlands (Kingdom of the),2020,4.5,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Netherlands (Kingdom of the),2021,4.5,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Nicaragua,2017,55.39,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Nicaragua,2018,55.39,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Nicaragua,2019,55.39,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Nicaragua,2020,55.39,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Nicaragua,2021,55.39,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Niger,2017,0,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Niger,2018,0,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Niger,2019,0,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Niger,2020,0,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Niger,2021,0,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Nigeria,2017,80,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Nigeria,2018,80,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Nigeria,2019,80,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Nigeria,2020,80,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Nigeria,2021,80,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Norway,2017,90,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Norway,2018,90,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Norway,2019,90,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Norway,2020,90,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Norway,2021,90,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Oman,2017,0.95,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Oman,2018,0.95,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Oman,2019,0.95,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Oman,2020,0.95,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Oman,2021,0.95,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Pakistan,2017,47.4,10^9 m3/year,E,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Pakistan,2018,47.4,10^9 m3/year,E,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Pakistan,2019,47.4,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Pakistan,2020,47.4,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Pakistan,2021,47.4,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Palestine,2017,0,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Palestine,2018,0,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Palestine,2019,0,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Palestine,2020,0,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Palestine,2021,0,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Panama,2017,17.6,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Panama,2018,17.6,10^9 m3/year,-,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Panama,2019,17.6,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Panama,2020,17.6,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Panama,2021,17.6,10^9 m3/year,I,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Papua New Guinea,2017,211.6,10^9 m3/year,E,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Papua New Guinea,2018,211.6,10^9 m3/year,E,FALSE
Water resources,Internal renewable water resources,Overlap between surface water and groundwater,Papua New Guinea,2019,211.6,10^9 m3/year,I,FALSE
